Player,Season,Team,S/C,Pos,GP,G,A,P,+/-,PIM,P/GP,EVG,EVP,PPG,PPP,SHG,SHP,OTG,GWG,S,S%,TOI/GP,FOW%
Connor McDavid,20202021,EDM,L,C,30,17,35,52,10,14,1.73,11,30,6,22,0,0,1,4,119,14.3,22:29,51.2
Leon Draisaitl,20202021,EDM,L,C,30,16,29,45,20,10,1.5,6,26,9,18,1,1,0,5,88,18.2,21:59,56.8
Patrick Kane,20202021,CHI,L,R,29,11,30,41,8,12,1.41,9,27,2,14,0,0,0,1,103,10.7,22:03,--
Mitchell Marner,20202021,TOR,R,R,30,11,28,39,15,14,1.3,11,25,0,13,0,1,0,2,82,13.4,22:38,100
Auston Matthews,20202021,TOR,L,C,27,21,15,36,8,6,1.33,13,26,8,10,0,0,1,7,112,18.8,22:03,52.3
Mark Scheifele,20202021,WPG,R,C,27,12,24,36,1,8,1.33,9,26,3,10,0,0,0,2,54,22.2,21:28,44.3
Jonathan Huberdeau,20202021,FLA,L,L,27,10,22,32,1,12,1.19,7,18,3,14,0,0,1,1,49,20.4,17:21,37.5
Anze Kopitar,20202021,LAK,L,C,27,7,25,32,2,4,1.19,4,13,3,19,0,0,0,2,59,11.9,21:28,54.1
Brad Marchand,20202021,BOS,L,L,25,12,19,31,12,20,1.24,9,19,2,9,1,3,1,1,57,21.1,18:51,25
Aleksander Barkov,20202021,FLA,L,C,27,11,20,31,10,4,1.15,8,20,3,11,0,0,0,1,95,11.6,21:09,53.3
Mark Stone,20202021,VGK,R,R,24,9,22,31,16,15,1.29,8,25,1,6,0,0,0,5,42,21.4,18:05,35.3
Nicklas Backstrom,20202021,WSH,L,C,27,10,20,30,-1,4,1.11,7,19,3,11,0,0,0,0,49,20.4,18:52,44
Alex DeBrincat,20202021,CHI,R,L,25,15,14,29,7,2,1.16,10,19,5,10,0,0,2,3,82,18.3,20:29,46.7
Nikolaj Ehlers,20202021,WPG,L,L,27,14,15,29,10,7,1.07,10,22,4,7,0,0,1,3,84,16.7,16:47,100
Brock Boeser,20202021,VAN,R,R,31,14,15,29,0,10,0.94,8,18,5,10,1,1,0,1,72,19.4,19:08,45.5
David Perron,20202021,STL,R,L,28,11,18,29,-1,16,1.04,7,17,4,12,0,0,1,2,78,14.1,18:43,0
Mikko Rantanen,20202021,COL,L,R,26,13,15,28,7,6,1.08,8,18,5,10,0,0,0,3,87,14.9,20:10,52.5
James van Riemsdyk,20202021,PHI,L,L,25,12,16,28,8,10,1.12,5,20,7,8,0,0,0,0,60,20,16:44,50
Filip Forsberg,20202021,NSH,R,L,29,10,17,27,-7,12,0.93,7,17,3,10,0,0,1,3,108,9.3,18:27,33.3
Ryan O'Reilly,20202021,STL,L,C,28,9,18,27,9,16,0.96,7,21,2,6,0,0,0,1,68,13.2,21:22,59.8
Steven Stamkos,20202021,TBL,R,C,25,13,13,26,7,14,1.04,7,15,6,10,0,1,0,1,65,20,18:33,57.8
Ondrej Palat,20202021,TBL,L,L,27,11,15,26,4,4,0.96,4,11,7,15,0,0,0,4,63,17.5,17:18,--
Sidney Crosby,20202021,PIT,L,C,26,10,16,26,3,12,1,7,17,3,9,0,0,2,2,71,14.1,20:07,54
John Tavares,20202021,TOR,L,C,30,9,17,26,11,6,0.87,4,17,5,9,0,0,0,1,83,10.8,18:10,58.6
J.T. Miller,20202021,VAN,L,C,28,7,19,26,-4,23,0.93,5,12,2,14,0,0,0,2,54,13,20:48,58.1
Victor Hedman,20202021,TBL,L,D,27,5,21,26,7,20,0.96,4,10,1,16,0,0,0,0,66,7.6,25:30:00,--
Joe Pavelski,20202021,DAL,R,C,24,14,11,25,9,6,1.04,4,11,10,14,0,0,0,2,59,23.7,19:48,51.3
Max Pacioretty,20202021,VGK,L,L,25,13,12,25,11,4,1,10,21,3,4,0,0,3,4,110,11.8,17:42,44.8
Kyle Connor,20202021,WPG,L,L,27,12,13,25,-2,6,0.93,6,18,6,7,0,0,0,2,82,14.6,18:39,85.7
Jeff Petry,20202021,MTL,R,D,27,11,14,25,14,10,0.93,7,14,4,10,0,1,0,2,70,15.7,22:23,--
Brayden Point,20202021,TBL,R,C,27,10,15,25,5,11,0.93,7,16,3,9,0,0,1,3,75,13.3,18:26,44
Sebastian Aho,20202021,CAR,L,C,27,10,15,25,7,12,0.93,6,16,3,8,1,1,0,2,66,15.2,19:20,53.3
Blake Wheeler,20202021,WPG,R,R,27,7,18,25,-6,22,0.93,5,14,2,11,0,0,0,1,62,11.3,19:02,50
Vincent Trocheck,20202021,CAR,R,C,24,13,11,24,1,8,1,7,11,6,13,0,0,0,2,68,19.1,18:45,56
William Nylander,20202021,TOR,R,R,30,12,12,24,9,8,0.8,9,16,3,8,0,0,1,2,75,16,16:19,57.1
Brayden Schenn,20202021,STL,L,C,28,12,12,24,4,11,0.86,9,18,3,6,0,0,0,0,69,17.4,19:39,50
Patrice Bergeron,20202021,BOS,R,C,25,10,14,24,10,4,0.96,4,13,4,9,2,2,1,1,82,12.2,18:00,62.8
Jake Guentzel,20202021,PIT,L,L,27,10,14,24,3,16,0.89,7,15,3,9,0,0,0,4,74,13.5,20:21,0
Kirill Kaprizov,20202021,MIN,L,L,26,10,14,24,10,8,0.92,8,22,2,2,0,0,1,2,67,14.9,18:24,17.7
Mathew Barzal,20202021,NYI,R,C,29,9,15,24,14,30,0.83,8,19,1,5,0,0,0,1,75,12,19:34,45.5
Nathan MacKinnon,20202021,COL,R,C,22,7,17,24,9,2,1.09,5,16,2,8,0,0,0,0,94,7.5,20:37,52.9
John Carlson,20202021,WSH,R,D,27,6,18,24,-4,6,0.89,3,16,3,8,0,0,0,1,72,8.3,24:04:00,--
Elias Lindholm,20202021,CGY,R,C,28,6,18,24,5,18,0.86,4,13,2,11,0,0,0,2,59,10.2,21:04,52.3
Tyson Barrie,20202021,EDM,R,D,30,4,20,24,2,2,0.8,2,13,2,11,0,0,0,1,88,4.6,22:25,--
Morgan Rielly,20202021,TOR,L,D,30,3,21,24,12,10,0.8,2,13,1,11,0,0,1,1,57,5.3,24:01:00,--
Quinn Hughes,20202021,VAN,L,D,31,2,22,24,-16,10,0.77,2,11,0,13,0,0,0,0,69,2.9,22:43,--
Tyler Toffoli,20202021,MTL,R,C,27,15,8,23,12,8,0.85,11,17,2,3,2,3,0,2,85,17.7,17:29,39.5
Johnny Gaudreau,20202021,CGY,L,L,28,11,12,23,1,4,0.82,5,12,6,11,0,0,1,3,56,19.6,19:11,0
Evander Kane,20202021,SJS,L,L,25,11,12,23,-1,30,0.92,8,17,2,5,1,1,1,1,82,13.4,19:39,52.8
Ryan Nugent-Hopkins,20202021,EDM,L,C,30,10,13,23,-1,14,0.77,5,9,5,14,0,0,0,1,86,11.6,21:19,46.7
Oliver Bjorkstrand,20202021,CBJ,R,R,30,10,13,23,-4,23,0.77,8,20,2,3,0,0,0,0,72,13.9,16:52,50
Neal Pionk,20202021,WPG,R,D,27,3,20,23,4,10,0.85,2,16,1,7,0,0,0,0,49,6.1,22:16,--
Logan Couture,20202021,SJS,L,C,25,13,9,22,1,10,0.88,11,16,2,6,0,0,0,2,64,20.3,19:46,49.8
David Pastrnak,20202021,BOS,R,R,18,12,10,22,9,6,1.22,8,17,4,5,0,0,0,1,74,16.2,18:53,33.3
Joel Farabee,20202021,PHI,L,L,24,11,11,22,6,10,0.92,11,18,0,4,0,0,0,1,60,18.3,15:56,14.3
Patric Hornqvist,20202021,FLA,R,R,27,11,11,22,1,15,0.81,5,13,6,9,0,0,0,2,91,12.1,16:26,20
Jordan Staal,20202021,CAR,L,C,25,10,12,22,3,18,0.88,5,11,5,10,0,1,1,2,46,21.7,18:00,58.7
Dominik Kubalik,20202021,CHI,L,L,29,10,12,22,2,18,0.76,7,10,3,12,0,0,1,1,87,11.5,15:12,0
Conor Garland,20202021,ARI,R,R,27,8,14,22,3,14,0.81,6,17,2,5,0,0,0,1,70,11.4,17:55,27.3
Andrei Svechnikov,20202021,CAR,L,R,27,8,14,22,1,24,0.81,5,12,3,10,0,0,0,0,78,10.3,17:30,25
Pavel Buchnevich,20202021,NYR,L,R,26,8,14,22,1,7,0.85,8,16,0,5,0,1,0,1,62,12.9,18:52,10
Matthew Tkachuk,20202021,CGY,L,L,28,7,15,22,3,28,0.79,4,12,3,10,0,0,0,0,90,7.8,19:18,50
Evgeni Malkin,20202021,PIT,L,C,27,7,15,22,-3,20,0.81,4,16,3,6,0,0,0,0,59,11.9,18:41,42.9
Drew Doughty,20202021,LAK,R,D,27,6,16,22,0,12,0.81,2,7,4,14,0,1,0,0,46,13,26:29:00,--
Bo Horvat,20202021,VAN,L,C,31,12,9,21,-6,8,0.68,6,13,6,8,0,0,0,1,74,16.2,19:20,52.4
Cam Atkinson,20202021,CBJ,R,R,30,11,10,21,-3,4,0.7,7,11,0,6,4,4,0,2,90,12.2,18:26,25
Brady Tkachuk,20202021,OTT,L,L,31,11,10,21,-10,36,0.68,8,15,3,6,0,0,1,2,132,8.3,18:29,48.3
Drake Batherson,20202021,OTT,R,R,31,11,10,21,-11,6,0.68,8,11,3,10,0,0,0,2,69,15.9,16:01,42.9
Elias Pettersson,20202021,VAN,L,C,26,10,11,21,0,6,0.81,6,15,4,5,0,1,0,1,63,15.9,18:34,45
Clayton Keller,20202021,ARI,L,R,28,8,13,21,1,12,0.75,5,15,3,6,0,0,0,2,65,12.3,16:54,57.1
Jordan Kyrou,20202021,STL,R,C,28,8,13,21,1,8,0.75,8,18,0,3,0,0,0,2,56,14.3,15:06,55.6
Dougie Hamilton,20202021,CAR,R,D,27,3,18,21,8,19,0.78,2,8,0,12,1,1,0,1,78,3.9,22:34,--
Alex Tuch,20202021,VGK,R,R,25,13,7,20,10,16,0.8,11,16,2,4,0,0,0,1,53,24.5,16:29,40
Carter Verhaeghe,20202021,FLA,L,C,27,10,10,20,13,23,0.74,10,20,0,0,0,0,0,2,63,15.9,17:24,52.2
Jakub Vrana,20202021,WSH,L,L,26,10,10,20,9,4,0.77,10,18,0,2,0,0,1,3,58,17.2,14:55,33.3
Alex Ovechkin,20202021,WSH,R,L,23,10,10,20,-9,10,0.87,7,12,3,8,0,0,1,3,94,10.6,20:21,0
Kevin Hayes,20202021,PHI,L,C,25,9,11,20,2,10,0.8,7,15,2,5,0,0,1,2,66,13.6,18:42,48.3
Darnell Nurse,20202021,EDM,L,D,30,8,12,20,15,38,0.67,8,16,0,4,0,0,0,1,76,10.5,25:25:00,--
Nazem Kadri,20202021,COL,L,C,26,7,13,20,-8,16,0.77,4,12,3,8,0,0,0,3,83,8.4,17:25,53.4
Sean Monahan,20202021,CGY,L,C,26,7,13,20,-1,8,0.77,3,12,4,8,0,0,0,3,62,11.3,18:30,47.8
Thomas Chabot,20202021,OTT,L,D,28,4,16,20,-13,30,0.71,3,16,1,4,0,0,0,0,65,6.2,25:42:00,--
Chris Kreider,20202021,NYR,L,L,26,14,5,19,-4,19,0.73,8,13,6,6,0,0,0,3,55,25.5,17:14,37.2
Dustin Brown,20202021,LAK,R,R,26,13,6,19,2,14,0.73,6,10,7,9,0,0,0,0,69,18.8,17:30,33.3
Anders Lee,20202021,NYI,L,L,27,12,7,19,11,12,0.7,9,15,3,4,0,0,0,3,80,15,17:32,49.2
Adrian Kempe,20202021,LAK,L,C,27,11,8,19,-8,16,0.7,7,8,4,11,0,0,1,2,74,14.9,17:06,12.5
Sam Reinhart,20202021,BUF,R,R,24,11,8,19,-16,6,0.79,6,10,5,9,0,0,0,2,52,21.2,19:54,48
Ryan Strome,20202021,NYR,R,C,26,10,9,19,0,10,0.73,9,13,1,5,0,1,0,1,63,15.9,18:25,45.5
Jordan Eberle,20202021,NYI,R,R,29,9,10,19,8,8,0.66,8,16,1,3,0,0,0,1,71,12.7,17:19,100
Max Comtois,20202021,ANA,L,L,29,9,10,19,7,16,0.66,9,16,0,3,0,0,0,1,50,18,15:21,33.3
Bryan Rust,20202021,PIT,R,R,27,9,10,19,3,4,0.7,7,14,2,5,0,0,0,1,90,10,19:44,60
Aaron Ekblad,20202021,FLA,R,D,27,9,10,19,4,23,0.7,4,10,5,9,0,0,0,2,73,12.3,25:09:00,--
Jonathan Marchessault,20202021,VGK,R,C,25,8,11,19,8,26,0.76,7,17,1,2,0,0,0,2,68,11.8,16:40,47.7
Victor Olofsson,20202021,BUF,L,L,26,8,11,19,-13,2,0.73,2,7,6,12,0,0,0,0,58,13.8,17:55,50
Mike Hoffman,20202021,STL,L,C,27,7,12,19,12,6,0.7,6,14,1,5,0,0,2,2,63,11.1,15:38,57.1
Jakob Chychrun,20202021,ARI,L,D,28,7,12,19,-8,22,0.68,6,12,1,7,0,0,0,1,73,9.6,23:08,--
Rickard Rakell,20202021,ANA,R,L,29,6,13,19,-3,4,0.66,6,16,0,3,0,0,0,1,95,6.3,18:30,22.2
Kris Letang,20202021,PIT,R,D,26,5,14,19,8,16,0.73,4,13,1,6,0,0,1,2,63,7.9,24:26:00,--
Artemi Panarin,20202021,NYR,R,L,15,5,14,19,0,0,1.27,3,12,2,7,0,0,0,0,45,11.1,20:29,0
